city_id,city_name,state,station_id,station_name,sensor_id,timestamp_utc,pm25,coverage_percent,data_source
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-07-31 09:30:00+00:00,7.9,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-07-31 10:30:00+00:00,6.2,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-07-31 11:30:00+00:00,7.3,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-07-31 12:30:00+00:00,9.7,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-07-31 13:30:00+00:00,17.3,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-07-31 14:30:00+00:00,10.7,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-07-31 15:30:00+00:00,9.1,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-07-31 16:30:00+00:00,10.6,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-07-31 17:30:00+00:00,11.2,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-07-31 18:30:00+00:00,12.5,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-07-31 19:30:00+00:00,9.2,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-07-31 20:30:00+00:00,9.3,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-07-31 21:30:00+00:00,7.2,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-07-31 22:30:00+00:00,7.0,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-07-31 23:30:00+00:00,6.8,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-08-01 00:30:00+00:00,12.2,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-08-01 01:30:00+00:00,17.4,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-08-01 02:30:00+00:00,20.7,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-08-01 03:30:00+00:00,19.8,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-08-01 04:30:00+00:00,21.2,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-08-01 05:30:00+00:00,24.0,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-08-01 06:30:00+00:00,18.7,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-08-01 07:30:00+00:00,25.5,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-08-01 08:30:00+00:00,18.1,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-08-01 09:30:00+00:00,18.7,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-08-01 10:30:00+00:00,16.8,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-08-01 11:30:00+00:00,4.3,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-08-01 12:30:00+00:00,4.1,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-08-01 13:30:00+00:00,3.6,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-08-01 14:30:00+00:00,11.7,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-08-01 15:30:00+00:00,8.7,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-08-01 16:30:00+00:00,7.5,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-08-01 17:30:00+00:00,8.7,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-08-01 18:30:00+00:00,6.6,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-08-01 19:30:00+00:00,10.2,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-08-01 20:30:00+00:00,11.3,100.0,OpenAQ verified hourly measurement
BLR,Bengaluru,Karnataka,6206921,Koramangala,15203555,2026-08-01 21:30:00+00:00,9.4,100.0,OpenAQ verified hourly measurement
